"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.600046757E2,5.233505478E1,4.867131470E0,1.373139648E1,1.529999971E0,3.492999878E2,1.329280090E2,0.000000000E0
8.610061065E2,5.233505934E1,4.867069140E0,1.962720947E1,1.500000000E0,3.300000000E2,1.082720032E2,0.000000000E0
8.620113656E2,5.233506015E1,4.867001280E0,1.795802002E1,1.500000000E0,3.100000000E2,9.969599915E1,0.000000000E0
8.630124959E2,5.233506283E1,4.866943050E0,1.411719971E1,1.539999962E0,3.112000122E2,9.112000275E1,0.000000000E0
8.640187337E2,5.233507610E1,4.866931200E0,1.529719238E1,1.620000005E0,3.270000000E2,8.897600555E1,0.000000000E0
8.650078826E2,5.233508972E1,4.866919490E0,1.532868652E1,1.700000048E0,3.267999878E2,9.112000275E1,0.000000000E0
8.660122898E2,5.233510225E1,4.866904820E0,1.546058350E1,1.700000048E0,3.232000122E2,9.219200134E1,0.000000000E0
8.670096210E2,5.233510671E1,4.866871890E0,1.572510986E1,1.649999976E0,2.861000061E2,9.326399994E1,0.000000000E0
8.680122955E2,5.233510834E1,4.866839510E0,1.575513916E1,1.649999976E0,2.860000000E2,9.540800476E1,0.000000000E0
8.690093084E2,5.233511063E1,4.866810330E0,1.578724365E1,1.639999986E0,2.860000000E2,9.755200195E1,0.000000000E0
8.700106335E2,5.233510915E1,4.866771590E0,1.521510010E1,1.610000014E0,2.783999939E2,9.969599915E1,0.000000000E0
8.710051672E2,5.233510467E1,4.866740310E0,1.529615479E1,1.570000052E0,2.612000122E2,1.018400040E2,0.000000000E0
8.720265125E2,5.233509530E1,4.866704830E0,1.511896973E1,1.549999952E0,2.556000061E2,1.029120026E2,0.000000000E0
8.730082146E2,5.233508800E1,4.866682580E0,2.396381836E1,1.440000057E0,2.493999939E2,9.862400055E1,0.000000000E0
8.740106992E2,5.233508242E1,4.866663350E0,2.124183350E1,1.419999957E0,2.531999969E2,9.433599854E1,0.000000000E0
8.750117631E2,5.233508883E1,4.866647050E0,2.773920898E1,1.379999995E0,2.762000122E2,9.112000275E1,0.000000000E0
8.760058665E2,5.233510576E1,4.866641880E0,2.312025146E1,1.350000024E0,3.102000122E2,9.004800415E1,0.000000000E0
8.770121875E2,5.233512586E1,4.866643490E0,2.227998047E1,1.379999995E0,3.312999878E2,8.897600555E1,0.000000000E0
8.780050995E2,5.233514205E1,4.866646550E0,2.212958984E1,1.389999986E0,3.278999939E2,6.431999969E1,0.000000000E0
8.790168474E2,5.233515676E1,4.866646440E0,2.209687500E1,1.389999986E0,3.242999878E2,6.539199829E1,0.000000000E0
8.800064534E2,5.233517045E1,4.866644160E0,2.218867187E1,1.370000005E0,3.260000000E2,6.646400452E1,0.000000000E0
8.810076400E2,5.233518332E1,4.866640730E0,2.217121582E1,1.350000024E0,3.267999878E2,6.753600311E1,0.000000000E0
8.820086467E2,5.233518785E1,4.866661060E0,2.097547607E1,1.330000043E0,3.347000122E2,6.646400452E1,0.000000000E0
8.830108296E2,5.233519432E1,4.866678520E0,2.105048828E1,1.360000014E0,3.423999939E2,6.860800171E1,0.000000000E0
8.840076759E2,5.233520243E1,4.866693570E0,2.112678223E1,1.399999976E0,3.498999939E2,7.075199890E1,0.000000000E0
8.850049982E2,5.233521151E1,4.866705860E0,2.120301514E1,1.389999986E0,3.498999939E2,7.396800232E1,0.000000000E0
8.860049264E2,5.233522103E1,4.866715040E0,2.127930908E1,1.500000000E0,3.498999939E2,7.718400574E1,0.000000000E0
8.870075925E2,5.233523073E1,4.866721780E0,2.135554199E1,1.470000029E0,3.498999939E2,8.147200012E1,0.000000000E0
8.880077659E2,5.233524061E1,4.866726560E0,2.143183594E1,1.460000038E0,3.498999939E2,8.468800354E1,0.000000000E0
8.890085249E2,5.233525068E1,4.866729750E0,2.150806885E1,1.460000038E0,3.498999939E2,9.004800415E1,0.000000000E0
8.900146132E2,5.233526090E1,4.866731680E0,2.158430176E1,1.450000048E0,3.498999939E2,9.433599854E1,0.000000000E0
8.910052935E2,5.233527126E1,4.866732590E0,2.166059570E1,1.450000048E0,3.498999939E2,9.969599915E1,0.000000000E0
8.920118196E2,5.233528168E1,4.866732700E0,2.173682861E1,1.429999948E0,3.498999939E2,1.050559998E2,0.000000000E0
8.930071853E2,5.233529198E1,4.866732220E0,2.181312256E1,1.409999967E0,3.498999939E2,1.104160004E2,0.000000000E0
8.940071609E2,5.233530223E1,4.866731250E0,2.188935547E1,1.399999976E0,3.498999939E2,1.168479996E2,0.000000000E0
8.950149439E2,5.233531253E1,4.866729860E0,2.196564941E1,1.389999986E0,3.498999939E2,1.232800064E2,0.000000000E0
8.960080743E2,5.233532290E1,4.866728140E0,2.204188232E1,1.389999986E0,3.498999939E2,1.297120056E2,0.000000000E0
8.970062118E2,5.233533309E1,4.866726210E0,2.211817627E1,1.340000033E0,3.498999939E2,1.361439972E2,0.000000000E0
8.980117961E2,5.233533797E1,4.866725630E0,2.165955811E1,0.000000000E0,0.000000000E0,1.393600006E2,0.000000000E0
8.990059500E2,5.233533780E1,4.866726350E0,2.165961914E1,0.000000000E0,0.000000000E0,1.404320068E2,0.000000000E0
9.000117715E2,5.233533766E1,4.866726930E0,2.165974121E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.010097354E2,5.233534263E1,4.866740220E0,2.166035156E1,1.210000038E0,5.209999847E1,1.404320068E2,0.000000000E0
9.020146633E2,5.233535359E1,4.866741860E0,2.166083984E1,1.309999943E0,3.392999878E2,1.415039978E2,0.000000000E0
9.030025464E2,5.233536507E1,4.866734420E0,2.166132812E1,1.399999976E0,3.392999878E2,1.415039978E2,0.000000000E0
9.040038225E2,5.233537305E1,4.866729680E0,2.164838867E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.050104535E2,5.233537463E1,4.866728830E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.060038738E2,5.233537542E1,4.866728400E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.070120509E2,5.233537581E1,4.866728180E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.080063196E2,5.233537601E1,4.866728080E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.090068175E2,5.233537611E1,4.866728020E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.100042867E2,5.233537616E1,4.866728000E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.110061983E2,5.233537618E1,4.866727980E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.120035584E2,5.233537619E1,4.866727980E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.130109312E2,5.233537620E1,4.866727970E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.140077622E2,5.233537620E1,4.866727970E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.150035693E2,5.233537620E1,4.866727970E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.160045709E2,5.233537621E1,4.866727970E0,2.164893799E1,0.000000000E0,0.000000000E0,1.415039978E2,0.000000000E0
9.170067177E2,5.233522712E1,4.867020570E0,1.415722656E0,0.000000000E0,0.000000000E0,4.073600006E1,0.000000000E0
9.180176252E2,5.233522712E1,4.867020570E0,1.562756348E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.190041598E2,5.233522712E1,4.867020570E0,1.720776367E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.200059871E2,5.233522712E1,4.867020570E0,1.911816406E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.210054871E2,5.233522712E1,4.867020570E0,2.132946777E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.220045823E2,5.233522712E1,4.867020570E0,2.381115723E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.230045781E2,5.233522712E1,4.867020570E0,2.652905273E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.240091702E2,5.233522712E1,4.867020570E0,2.944775391E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.250023430E2,5.233522712E1,4.867020570E0,3.253369141E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.260160884E2,5.233522712E1,4.867020570E0,3.575268555E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.270073132E2,5.233522712E1,4.867020570E0,3.907299805E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.280044291E2,5.233522712E1,4.867020570E0,4.246289062E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.290208511E2,5.233522712E1,4.867020570E0,4.589550781E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.300161705E2,5.233522712E1,4.867020570E0,4.934521484E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.310121345E2,5.233522712E1,4.867020570E0,5.278942871E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.320064596E2,5.233522712E1,4.867020570E0,5.620922852E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.330039198E2,5.233522712E1,4.867020570E0,5.958691406E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.340049305E2,5.233522712E1,4.867020570E0,6.290783691E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.350024258E2,5.233522712E1,4.867020570E0,6.616162109E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.360039933E2,5.233522712E1,4.867020570E0,6.933728027E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.370128408E2,5.233522712E1,4.867020570E0,7.242749023E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.380048405E2,5.233522712E1,4.867020570E0,7.542797852E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.390160445E2,5.233522712E1,4.867020570E0,7.833264160E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.400040497E2,5.233522712E1,4.867020570E0,8.114025879E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.410024573E2,5.233522712E1,4.867020570E0,8.384899902E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.420039216E2,5.233522712E1,4.867020570E0,8.645825195E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.430116751E2,5.233522712E1,4.867020570E0,8.896801758E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.440066277E2,5.233522712E1,4.867020570E0,9.138012695E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.450062304E2,5.233522712E1,4.867020570E0,9.369519043E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.460086777E2,5.233522712E1,4.867020570E0,9.591625977E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.470036756E2,5.233522712E1,4.867020570E0,9.804577637E0,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.480017993E2,5.233522712E1,4.867020570E0,1.000855713E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.490187896E2,5.233522712E1,4.867020570E0,1.020393066E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.500027125E2,5.233522712E1,4.867020570E0,1.039094238E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.510049336E2,5.233522712E1,4.867020570E0,1.056995850E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.520018311E2,5.233522712E1,4.867020570E0,1.074122314E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.530082573E2,5.233522712E1,4.867020570E0,1.090516357E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.540019924E2,5.233522712E1,4.867020570E0,1.106196289E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.550076466E2,5.233522712E1,4.867020570E0,1.121198730E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.560132182E2,5.233522712E1,4.867020570E0,1.135554199E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.570086836E2,5.233522712E1,4.867020570E0,1.149287109E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.580093322E2,5.233522712E1,4.867020570E0,1.162434082E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.590106440E2,5.233522712E1,4.867020570E0,1.175013428E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.600064162E2,5.233522712E1,4.867020570E0,1.187061768E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.610146315E2,5.233522712E1,4.867020570E0,1.198591309E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
9.620087101E2,5.233522712E1,4.867020570E0,1.209479980E1,0.000000000E0,0.000000000E0,3.644800186E1,0.000000000E0
